CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2022,CA-607,Pasadena CoC (Los Angeles County),45-54,154
2022,CA-607,Pasadena CoC (Los Angeles County),55-64,170
2022,CA-607,Pasadena CoC (Los Angeles County),65+,81
2022,CA-607,Pasadena CoC (Los Angeles County),Under 18,164
2022,CA-607,Pasadena CoC (Los Angeles County),Unknown,42
2022,CA-608,Riverside County CoC,18-24,731
2022,CA-608,Riverside County CoC,25-34,1916
2022,CA-608,Riverside County CoC,35-44,1817
2022,CA-608,Riverside County CoC,45-54,1470
2022,CA-608,Riverside County CoC,55-64,1342
2022,CA-608,Riverside County CoC,65+,575
2022,CA-608,Riverside County CoC,Under 18,2807
2022,CA-608,Riverside County CoC,Unknown,238
2022,CA-609,San Bernardino County CoC,18-24,959
2022,CA-609,San Bernardino County CoC,25-34,1596
2022,CA-609,San Bernardino County CoC,35-44,1569
2022,CA-609,San Bernardino County CoC,45-54,1103
2022,CA-609,San Bernardino County CoC,55-64,1145
2022,CA-609,San Bernardino County CoC,65+,471
2022,CA-609,San Bernardino County CoC,Under 18,3593
2022,CA-609,San Bernardino County CoC,Unknown,164
2022,CA-611,Ventura County CoC,18-24,164
2022,CA-611,Ventura County CoC,25-34,414
2022,CA-611,Ventura County CoC,35-44,477
2022,CA-611,Ventura County CoC,45-54,577
2022,CA-611,Ventura County CoC,55-64,660
2022,CA-611,Ventura County CoC,65+,366
2022,CA-611,Ventura County CoC,Under 18,322
2022,CA-611,Ventura County CoC,Unknown,21
2022,CA-612,Glendale CoC (Los Angeles County),18-24,58
2022,CA-612,Glendale CoC (Los Angeles County),25-34,101
2022,CA-612,Glendale CoC (Los Angeles County),35-44,103
2022,CA-612,Glendale CoC (Los Angeles County),45-54,116
2022,CA-612,Glendale CoC (Los Angeles County),55-64,149
2022,CA-612,Glendale CoC (Los Angeles County),65+,93
2022,CA-612,Glendale CoC (Los Angeles County),Under 18,111
2022,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2022,CA-613,Imperial County CoC,18-24,162
2022,CA-613,Imperial County CoC,25-34,258
2022,CA-613,Imperial County CoC,35-44,210
2022,CA-613,Imperial County CoC,45-54,142
2022,CA-613,Imperial County CoC,55-64,122
2022,CA-613,Imperial County CoC,65+,60
2022,CA-613,Imperial County CoC,Under 18,860
2022,CA-613,Imperial County CoC,Unknown,65
2022,CA-614,San Luis Obispo County CoC,18-24,170
2022,CA-614,San Luis Obispo County CoC,25-34,501
2022,CA-614,San Luis Obispo County CoC,35-44,487
2022,CA-614,San Luis Obispo County CoC,45-54,393
2022,CA-614,San Luis Obispo County CoC,55-64,374
2022,CA-614,San Luis Obispo County CoC,65+,177
2022,CA-614,San Luis Obispo County CoC,Under 18,674
2022,CA-614,San Luis Obispo County CoC,Unknown,56
2023 (through June 30th),All,California,18-24,17712
2023 (through June 30th),All,California,25-34,38192
2023 (through June 30th),All,California,35-44,39810
2023 (through June 30th),All,California,45-54,33003
2023 (through June 30th),All,California,55-64,31588
2023 (through June 30th),All,California,65+,13270
2023 (through June 30th),All,California,Under 18,56476
2023 (through June 30th),All,California,Unknown,5309
2023 (through June 30th),CA-500,Santa Clara County CoC,18-24,1096
2023 (through June 30th),CA-500,Santa Clara County CoC,25-34,2229
2023 (through June 30th),CA-500,Santa Clara County CoC,35-44,2415
2023 (through June 30th),CA-500,Santa Clara County CoC,45-54,2013
2023 (through June 30th),CA-500,Santa Clara County CoC,55-64,2108
2023 (through June 30th),CA-500,Santa Clara County CoC,65+,808
2023 (through June 30th),CA-500,Santa Clara County CoC,Under 18,4343
2023 (through June 30th),CA-500,Santa Clara County CoC,Unknown,258
2023 (through June 30th),CA-501,San Francisco CoC,18-24,1164
2023 (through June 30th),CA-501,San Francisco CoC,25-34,2524
2023 (through June 30th),CA-501,San Francisco CoC,35-44,2609
2023 (through June 30th),CA-501,San Francisco CoC,45-54,1837
2023 (through June 30th),CA-501,San Francisco CoC,55-64,1414
2023 (through June 30th),CA-501,San Francisco CoC,65+,598
2023 (through June 30th),CA-501,San Francisco CoC,Under 18,3383
2023 (through June 30th),CA-501,San Francisco CoC,Unknown,243
2023 (through June 30th),CA-502,Alameda County CoC,18-24,704
2023 (through June 30th),CA-502,Alameda County CoC,25-34,1701
2023 (through June 30th),CA-502,Alameda County CoC,35-44,1693
2023 (through June 30th),CA-502,Alameda County CoC,45-54,1619
2023 (through June 30th),CA-502,Alameda County CoC,55-64,1604
2023 (through June 30th),CA-502,Alameda County CoC,65+,667
2023 (through June 30th),CA-502,Alameda County CoC,Under 18,1852
2023 (through June 30th),CA-502,Alameda County CoC,Unknown,99
2023 (through June 30th),CA-503,Sacramento County CoC,18-24,850
2023 (through June 30th),CA-503,Sacramento County CoC,25-34,1168
2023 (through June 30th),CA-503,Sacramento County CoC,35-44,1281
2023 (through June 30th),CA-503,Sacramento County CoC,45-54,1165
2023 (through June 30th),CA-503,Sacramento County CoC,55-64,1153
2023 (through June 30th),CA-503,Sacramento County CoC,65+,464
2023 (through June 30th),CA-503,Sacramento County CoC,Under 18,2929
2023 (through June 30th),CA-503,Sacramento County CoC,Unknown,134
2023 (through June 30th),CA-504,Sonoma County CoC,18-24,177
2023 (through June 30th),CA-504,Sonoma County CoC,25-34,350
2023 (through June 30th),CA-504,Sonoma County CoC,35-44,498
2023 (through June 30th),CA-504,Sonoma County CoC,45-54,462
2023 (through June 30th),CA-504,Sonoma County CoC,55-64,464
2023 (through June 30th),CA-504,Sonoma County CoC,65+,265
2023 (through June 30th),CA-504,Sonoma County CoC,Under 18,559
2023 (through June 30th),CA-504,Sonoma County CoC,Unknown,40
2023 (through June 30th),CA-505,Contra Costa County CoC,18-24,794
2023 (through June 30th),CA-505,Contra Costa County CoC,25-34,1673
2023 (through June 30th),CA-505,Contra Costa County CoC,35-44,1782
2023 (through June 30th),CA-505,Contra Costa County CoC,45-54,1589
2023 (through June 30th),CA-505,Contra Costa County CoC,55-64,1552
2023 (through June 30th),CA-505,Contra Costa County CoC,65+,609
2023 (through June 30th),CA-505,Contra Costa County CoC,Under 18,1765
2023 (through June 30th),CA-505,Contra Costa County CoC,Unknown,75
2023 (through June 30th),CA-506,"Monterey, San Benito Counties CoC",18-24,190
2023 (through June 30th),CA-506,"Monterey, San Benito Counties CoC",25-34,278
2023 (through June 30th),CA-506,"Monterey, San Benito Counties CoC",35-44,329
2023 (through June 30th),CA-506,"Monterey, San Benito Counties CoC",45-54,256
2023 (through June 30th),CA-506,"Monterey, San Benito Counties CoC",55-64,245
2023 (through June 30th),CA-506,"Monterey, San Benito Counties CoC",65+,133
2023 (through June 30th),CA-506,"Monterey, San Benito Counties CoC",Under 18,511
2023 (through June 30th),CA-506,"Monterey, San Benito Counties CoC",Unknown,24
2023 (through June 30th),CA-507,Marin County CoC,18-24,73
2023 (through June 30th),CA-507,Marin County CoC,25-34,184
2023 (through June 30th),CA-507,Marin County CoC,35-44,192
2023 (through June 30th),CA-507,Marin County CoC,45-54,166
2023 (through June 30th),CA-507,Marin County CoC,55-64,214
2023 (through June 30th),CA-507,Marin County CoC,65+,114
2023 (through June 30th),CA-507,Marin County CoC,Under 18,301
2023 (through June 30th),CA-507,Marin County CoC,Unknown,26
2023 (through June 30th),CA-508,Santa Cruz County CoC,18-24,71
2023 (through June 30th),CA-508,Santa Cruz County CoC,25-34,194
2023 (through June 30th),CA-508,Santa Cruz County CoC,35-44,238
2023 (through June 30th),CA-508,Santa Cruz County CoC,45-54,182
2023 (through June 30th),CA-508,Santa Cruz County CoC,55-64,182
2023 (through June 30th),CA-508,Santa Cruz County CoC,65+,136
2023 (through June 30th),CA-508,Santa Cruz County CoC,Under 18,419
2023 (through June 30th),CA-508,Santa Cruz County CoC,Unknown,39
2023 (through June 30th),CA-509,Mendocino County CoC,18-24,76
2023 (through June 30th),CA-509,Mendocino County CoC,25-34,213
2023 (through June 30th),CA-509,Mendocino County CoC,35-44,228
2023 (through June 30th),CA-509,Mendocino County CoC,45-54,175
2023 (through June 30th),CA-509,Mendocino County CoC,55-64,137
2023 (through June 30th),CA-509,Mendocino County CoC,65+,74
2023 (through June 30th),CA-509,Mendocino County CoC,Under 18,277
2023 (through June 30th),CA-509,Mendocino County CoC,Unknown,*
2023 (through June 30th),CA-510,Stanislaus County CoC,18-24,383
2023 (through June 30th),CA-510,Stanislaus County CoC,25-34,747
2023 (through June 30th),CA-510,Stanislaus County CoC,35-44,786
2023 (through June 30th),CA-510,Stanislaus County CoC,45-54,667
2023 (through June 30th),CA-510,Stanislaus County CoC,55-64,659
2023 (through June 30th),CA-510,Stanislaus County CoC,65+,232
2023 (through June 30th),CA-510,Stanislaus County CoC,Under 18,933
2023 (through June 30th),CA-510,Stanislaus County CoC,Unknown,46
2023 (through June 30th),CA-511,San Joaquin County CoC,18-24,376
2023 (through June 30th),CA-511,San Joaquin County CoC,25-34,894
2023 (through June 30th),CA-511,San Joaquin County CoC,35-44,962
2023 (through June 30th),CA-511,San Joaquin County CoC,45-54,654
2023 (through June 30th),CA-511,San Joaquin County CoC,55-64,645
2023 (through June 30th),CA-511,San Joaquin County CoC,65+,303
2023 (through June 30th),CA-511,San Joaquin County CoC,Under 18,2240
2023 (through June 30th),CA-511,San Joaquin County CoC,Unknown,117
2023 (through June 30th),CA-512,San Mateo County CoC,18-24,281
2023 (through June 30th),CA-512,San Mateo County CoC,25-34,709
2023 (through June 30th),CA-512,San Mateo County CoC,35-44,764
2023 (through June 30th),CA-512,San Mateo County CoC,45-54,771
2023 (through June 30th),CA-512,San Mateo County CoC,55-64,807
2023 (through June 30th),CA-512,San Mateo County CoC,65+,380
2023 (through June 30th),CA-512,San Mateo County CoC,Under 18,1034
2023 (through June 30th),CA-512,San Mateo County CoC,Unknown,93
2023 (through June 30th),CA-513,"Kings, Tulare Counties CoC",18-24,240
2023 (through June 30th),CA-513,"Kings, Tulare Counties CoC",25-34,482
2023 (through June 30th),CA-513,"Kings, Tulare Counties CoC",35-44,594
2023 (through June 30th),CA-513,"Kings, Tulare Counties CoC",45-54,463
2023 (through June 30th),CA-513,"Kings, Tulare Counties CoC",55-64,363
2023 (through June 30th),CA-513,"Kings, Tulare Counties CoC",65+,130
2023 (through June 30th),CA-513,"Kings, Tulare Counties CoC",Under 18,929
2023 (through June 30th),CA-513,"Kings, Tulare Counties CoC",Unknown,35
2023 (through June 30th),CA-514,"Fresno, Madera Counties CoC",18-24,432
2023 (through June 30th),CA-514,"Fresno, Madera Counties CoC",25-34,1349
2023 (through June 30th),CA-514,"Fresno, Madera Counties CoC",35-44,1896
2023 (through June 30th),CA-514,"Fresno, Madera Counties CoC",45-54,1633
2023 (through June 30th),CA-514,"Fresno, Madera Counties CoC",55-64,1319
2023 (through June 30th),CA-514,"Fresno, Madera Counties CoC",65+,410
2023 (through June 30th),CA-514,"Fresno, Madera Counties CoC",Under 18,762
2023 (through June 30th),CA-514,"Fresno, Madera Counties CoC",Unknown,65
2023 (through June 30th),CA-515,Placer County CoC,18-24,141
2023 (through June 30th),CA-515,Placer County CoC,25-34,374
2023 (through June 30th),CA-515,Placer County CoC,35-44,431
2023 (through June 30th),CA-515,Placer County CoC,45-54,318
2023 (through June 30th),CA-515,Placer County CoC,55-64,273
2023 (through June 30th),CA-515,Placer County CoC,65+,116
2023 (through June 30th),CA-515,Placer County CoC,Under 18,268
2023 (through June 30th),CA-515,Placer County CoC,Unknown,22
2023 (through June 30th),CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,111
2023 (through June 30th),CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,277
2023 (through June 30th),CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,320
2023 (through June 30th),CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,236
2023 (through June 30th),CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,267
2023 (through June 30th),CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,108
2023 (through June 30th),CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,369
2023 (through June 30th),CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,42
2023 (through June 30th),CA-517,Napa County CoC,18-24,53
2023 (through June 30th),CA-517,Napa County CoC,25-34,114
2023 (through June 30th),CA-517,Napa County CoC,35-44,142
2023 (through June 30th),CA-517,Napa County CoC,45-54,120
2023 (through June 30th),CA-517,Napa County CoC,55-64,109
2023 (through June 30th),CA-517,Napa County CoC,65+,43
2023 (through June 30th),CA-517,Napa County CoC,Under 18,187
2023 (through June 30th),CA-517,Napa County CoC,Unknown,*
2023 (through June 30th),CA-518,Solano County CoC,18-24,61
2023 (through June 30th),CA-518,Solano County CoC,25-34,170
2023 (through June 30th),CA-518,Solano County CoC,35-44,167
2023 (through June 30th),CA-518,Solano County CoC,45-54,152
2023 (through June 30th),CA-518,Solano County CoC,55-64,206
2023 (through June 30th),CA-518,Solano County CoC,65+,76
2023 (through June 30th),CA-518,Solano County CoC,Under 18,103
2023 (through June 30th),CA-518,Solano County CoC,Unknown,*
2023 (through June 30th),CA-519,Butte County CoC,18-24,210
2023 (through June 30th),CA-519,Butte County CoC,25-34,526
2023 (through June 30th),CA-519,Butte County CoC,35-44,634
2023 (through June 30th),CA-519,Butte County CoC,45-54,478
2023 (through June 30th),CA-519,Butte County CoC,55-64,454
2023 (through June 30th),CA-519,Butte County CoC,65+,221
2023 (through June 30th),CA-519,Butte County CoC,Under 18,665
2023 (through June 30th),CA-519,Butte County CoC,Unknown,100
2023 (through June 30th),CA-520,Merced County CoC,18-24,229
2023 (through June 30th),CA-520,Merced County CoC,25-34,500
2023 (through June 30th),CA-520,Merced County CoC,35-44,518
2023 (through June 30th),CA-520,Merced County CoC,45-54,307
2023 (through June 30th),CA-520,Merced County CoC,55-64,248
2023 (through June 30th),CA-520,Merced County CoC,65+,104
2023 (through June 30th),CA-520,Merced County CoC,Under 18,1148
2023 (through June 30th),CA-520,Merced County CoC,Unknown,66
2023 (through June 30th),CA-521,Yolo County CoC,18-24,57
2023 (through June 30th),CA-521,Yolo County CoC,25-34,137
2023 (through June 30th),CA-521,Yolo County CoC,35-44,179
2023 (through June 30th),CA-521,Yolo County CoC,45-54,115
2023 (through June 30th),CA-521,Yolo County CoC,55-64,123
2023 (through June 30th),CA-521,Yolo County CoC,65+,58
2023 (through June 30th),CA-521,Yolo County CoC,Under 18,387
2023 (through June 30th),CA-521,Yolo County CoC,Unknown,16
2023 (through June 30th),CA-522,Humboldt County CoC,18-24,162
2023 (through June 30th),CA-522,Humboldt County CoC,25-34,302
2023 (through June 30th),CA-522,Humboldt County CoC,35-44,456
2023 (through June 30th),CA-522,Humboldt County CoC,45-54,391
2023 (through June 30th),CA-522,Humboldt County CoC,55-64,336
2023 (through June 30th),CA-522,Humboldt County CoC,65+,137
2023 (through June 30th),CA-522,Humboldt County CoC,Under 18,226
2023 (through June 30th),CA-522,Humboldt County CoC,Unknown,47
2023 (through June 30th),CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,32
2023 (through June 30th),CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,61
2023 (through June 30th),CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,58
2023 (through June 30th),CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,41
2023 (through June 30th),CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,45
2023 (through June 30th),CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,17
2023 (through June 30th),CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,129
2023 (through June 30th),CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,16
2023 (through June 30th),CA-524,"Yuba, Sutter Counties CoC",18-24,142
2023 (through June 30th),CA-524,"Yuba, Sutter Counties CoC",25-34,331
2023 (through June 30th),CA-524,"Yuba, Sutter Counties CoC",35-44,378
2023 (through June 30th),CA-524,"Yuba, Sutter Counties CoC",45-54,258
2023 (through June 30th),CA-524,"Yuba, Sutter Counties CoC",55-64,268
2023 (through June 30th),CA-524,"Yuba, Sutter Counties CoC",65+,116
2023 (through June 30th),CA-524,"Yuba, Sutter Counties CoC",Under 18,726
2023 (through June 30th),CA-524,"Yuba, Sutter Counties CoC",Unknown,33
2023 (through June 30th),CA-525,El Dorado County CoC,18-24,35
2023 (through June 30th),CA-525,El Dorado County CoC,25-34,49
2023 (through June 30th),CA-525,El Dorado County CoC,35-44,65
2023 (through June 30th),CA-525,El Dorado County CoC,45-54,61
2023 (through June 30th),CA-525,El Dorado County CoC,55-64,64
2023 (through June 30th),CA-525,El Dorado County CoC,65+,37
2023 (through June 30th),CA-525,El Dorado County CoC,Under 18,129
2023 (through June 30th),CA-525,El Dorado County CoC,Unknown,*
2023 (through June 30th),CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,43
2023 (through June 30th),CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,77
2023 (through June 30th),CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,92
2023 (through June 30th),CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,67
2023 (through June 30th),CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,50
2023 (through June 30th),CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,38
2023 (through June 30th),CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,149
2023 (through June 30th),CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2023 (through June 30th),CA-527,Tehama County CoC,18-24,23
2023 (through June 30th),CA-527,Tehama County CoC,25-34,63
2023 (through June 30th),CA-527,Tehama County CoC,35-44,75
2023 (through June 30th),CA-527,Tehama County CoC,45-54,70
2023 (through June 30th),CA-527,Tehama County CoC,55-64,50
2023 (through June 30th),CA-527,Tehama County CoC,65+,26
2023 (through June 30th),CA-527,Tehama County CoC,Under 18,141
2023 (through June 30th),CA-527,Tehama County CoC,Unknown,63
2023 (through June 30th),CA-529,Lake County CoC,18-24,18
2023 (through June 30th),CA-529,Lake County CoC,25-34,55
2023 (through June 30th),CA-529,Lake County CoC,35-44,57
2023 (through June 30th),CA-529,Lake County CoC,45-54,42
2023 (through June 30th),CA-529,Lake County CoC,55-64,56
2023 (through June 30th),CA-529,Lake County CoC,65+,25
2023 (through June 30th),CA-529,Lake County CoC,Under 18,62
2023 (through June 30th),CA-529,Lake County CoC,Unknown,24
2023 (through June 30th),CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,*
2023 (through June 30th),CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,*
2023 (through June 30th),CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,15
2023 (through June 30th),CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,*
2023 (through June 30th),CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,*
2023 (through June 30th),CA-530,"Alpine, Inyo, Mono Counties CoC",65+,*
2023 (through June 30th),CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,58
2023 (through June 30th),CA-530,"Alpine, Inyo, Mono Counties CoC",Unknown,*
2023 (through June 30th),CA-531,Nevada County CoC,18-24,78
2023 (through June 30th),CA-531,Nevada County CoC,25-34,180
2023 (through June 30th),CA-531,Nevada County CoC,35-44,178
2023 (through June 30th),CA-531,Nevada County CoC,45-54,129
2023 (through June 30th),CA-531,Nevada County CoC,55-64,157
2023 (through June 30th),CA-531,Nevada County CoC,65+,82
2023 (through June 30th),CA-531,Nevada County CoC,Under 18,119
2023 (through June 30th),CA-531,Nevada County CoC,Unknown,24
2023 (through June 30th),CA-600,Los Angeles County CoC,18-24,4677
2023 (through June 30th),CA-600,Los Angeles County CoC,25-34,9653
2023 (through June 30th),CA-600,Los Angeles County CoC,35-44,8647
2023 (through June 30th),CA-600,Los Angeles County CoC,45-54,6903
2023 (through June 30th),CA-600,Los Angeles County CoC,55-64,6530
2023 (through June 30th),CA-600,Los Angeles County CoC,65+,2661
2023 (through June 30th),CA-600,Los Angeles County CoC,Under 18,12408
2023 (through June 30th),CA-600,Los Angeles County CoC,Unknown,716
2023 (through June 30th),CA-601,San Diego County CoC,18-24,1475
2023 (through June 30th),CA-601,San Diego County CoC,25-34,2964
2023 (through June 30th),CA-601,San Diego County CoC,35-44,3104
2023 (through June 30th),CA-601,San Diego County CoC,45-54,2875
2023 (through June 30th),CA-601,San Diego County CoC,55-64,2857
2023 (through June 30th),CA-601,San Diego County CoC,65+,1258
2023 (through June 30th),CA-601,San Diego County CoC,Under 18,4480
2023 (through June 30th),CA-601,San Diego County CoC,Unknown,318
2023 (through June 30th),CA-602,Orange County CoC,18-24,980
2023 (through June 30th),CA-602,Orange County CoC,25-34,2475
2023 (through June 30th),CA-602,Orange County CoC,35-44,2533
2023 (through June 30th),CA-602,Orange County CoC,45-54,2254
2023 (through June 30th),CA-602,Orange County CoC,55-64,2137
2023 (through June 30th),CA-602,Orange County CoC,65+,853
2023 (through June 30th),CA-602,Orange County CoC,Under 18,3777
2023 (through June 30th),CA-602,Orange County CoC,Unknown,1767
2023 (through June 30th),CA-603,Santa Barbara County CoC,18-24,198
2023 (through June 30th),CA-603,Santa Barbara County CoC,25-34,453
2023 (through June 30th),CA-603,Santa Barbara County CoC,35-44,544
2023 (through June 30th),CA-603,Santa Barbara County CoC,45-54,460
2023 (through June 30th),CA-603,Santa Barbara County CoC,55-64,513
2023 (through June 30th),CA-603,Santa Barbara County CoC,65+,256
2023 (through June 30th),CA-603,Santa Barbara County CoC,Under 18,445
2023 (through June 30th),CA-603,Santa Barbara County CoC,Unknown,91
2023 (through June 30th),CA-604,Kern County CoC,18-24,536
2023 (through June 30th),CA-604,Kern County CoC,25-34,1047
2023 (through June 30th),CA-604,Kern County CoC,35-44,1130
2023 (through June 30th),CA-604,Kern County CoC,45-54,861
2023 (through June 30th),CA-604,Kern County CoC,55-64,691
2023 (through June 30th),CA-604,Kern County CoC,65+,231
2023 (through June 30th),CA-604,Kern County CoC,Under 18,1820
2023 (through June 30th),CA-604,Kern County CoC,Unknown,126
2023 (through June 30th),CA-606,Long Beach CoC (Los Angeles County),18-24,204
2023 (through June 30th),CA-606,Long Beach CoC (Los Angeles County),25-34,687
2023 (through June 30th),CA-606,Long Beach CoC (Los Angeles County),35-44,814
2023 (through June 30th),CA-606,Long Beach CoC (Los Angeles County),45-54,698
2023 (through June 30th),CA-606,Long Beach CoC (Los Angeles County),55-64,786
2023 (through June 30th),CA-606,Long Beach CoC (Los Angeles County),65+,386
2023 (through June 30th),CA-606,Long Beach CoC (Los Angeles County),Under 18,550
2023 (through June 30th),CA-606,Long Beach CoC (Los Angeles County),Unknown,50
2023 (through June 30th),CA-607,Pasadena CoC (Los Angeles County),18-24,70
2023 (through June 30th),CA-607,Pasadena CoC (Los Angeles County),25-34,152
2023 (through June 30th),CA-607,Pasadena CoC (Los Angeles County),35-44,142
2023 (through June 30th),CA-607,Pasadena CoC (Los Angeles County),45-54,153
2023 (through June 30th),CA-607,Pasadena CoC (Los Angeles County),55-64,159
2023 (through June 30th),CA-607,Pasadena CoC (Los Angeles County),65+,74
2023 (through June 30th),CA-607,Pasadena CoC (Los Angeles County),Under 18,168
2023 (through June 30th),CA-607,Pasadena CoC (Los Angeles County),Unknown,32
2023 (through June 30th),CA-608,Riverside County CoC,18-24,522
2023 (through June 30th),CA-608,Riverside County CoC,25-34,1450
2023 (through June 30th),CA-608,Riverside County CoC,35-44,1535
2023 (through June 30th),CA-608,Riverside County CoC,45-54,1214
2023 (through June 30th),CA-608,Riverside County CoC,55-64,1123
2023 (through June 30th),CA-608,Riverside County CoC,65+,415
2023 (through June 30th),CA-608,Riverside County CoC,Under 18,1823
2023 (through June 30th),CA-608,Riverside County CoC,Unknown,186
2023 (through June 30th),CA-609,San Bernardino County CoC,18-24,698
2023 (through June 30th),CA-609,San Bernardino County CoC,25-34,1214
2023 (through June 30th),CA-609,San Bernardino County CoC,35-44,1184
2023 (through June 30th),CA-609,San Bernardino County CoC,45-54,880
2023 (through June 30th),CA-609,San Bernardino County CoC,55-64,901
2023 (through June 30th),CA-609,San Bernardino County CoC,65+,363
2023 (through June 30th),CA-609,San Bernardino County CoC,Under 18,2649
2023 (through June 30th),CA-609,San Bernardino County CoC,Unknown,123
2023 (through June 30th),CA-611,Ventura County CoC,18-24,108
2023 (through June 30th),CA-611,Ventura County CoC,25-34,313
2023 (through June 30th),CA-611,Ventura County CoC,35-44,386
2023 (through June 30th),CA-611,Ventura County CoC,45-54,474
2023 (through June 30th),CA-611,Ventura County CoC,55-64,546
2023 (through June 30th),CA-611,Ventura County CoC,65+,287
2023 (through June 30th),CA-611,Ventura County CoC,Under 18,198
2023 (through June 30th),CA-611,Ventura County CoC,Unknown,13
2023 (through June 30th),CA-612,Glendale CoC (Los Angeles County),18-24,33
2023 (through June 30th),CA-612,Glendale CoC (Los Angeles County),25-34,68
2023 (through June 30th),CA-612,Glendale CoC (Los Angeles County),35-44,79
2023 (through June 30th),CA-612,Glendale CoC (Los Angeles County),45-54,76
2023 (through June 30th),CA-612,Glendale CoC (Los Angeles County),55-64,108
2023 (through June 30th),CA-612,Glendale CoC (Los Angeles County),65+,66
2023 (through June 30th),CA-612,Glendale CoC (Los Angeles County),Under 18,103
2023 (through June 30th),CA-612,Glendale CoC (Los Angeles County),Unknown,*
2023 (through June 30th),CA-613,Imperial County CoC,18-24,84
2023 (through June 30th),CA-613,Imperial County CoC,25-34,174
2023 (through June 30th),CA-613,Imperial County CoC,35-44,121
2023 (through June 30th),CA-613,Imperial County CoC,45-54,69
2023 (through June 30th),CA-613,Imperial County CoC,55-64,54
2023 (through June 30th),CA-613,Imperial County CoC,65+,32
2023 (through June 30th),CA-613,Imperial County CoC,Under 18,772
2023 (through June 30th),CA-613,Imperial County CoC,Unknown,31
2023 (through June 30th),CA-614,San Luis Obispo County CoC,18-24,148
2023 (through June 30th),CA-614,San Luis Obispo County CoC,25-34,431
2023 (through June 30th),CA-614,San Luis Obispo County CoC,35-44,433
2023 (through June 30th),CA-614,San Luis Obispo County CoC,45-54,366
2023 (through June 30th),CA-614,San Luis Obispo County CoC,55-64,317
2023 (through June 30th),CA-614,San Luis Obispo County CoC,65+,156
2023 (through June 30th),CA-614,San Luis Obispo County CoC,Under 18,614
2023 (through June 30th),CA-614,San Luis Obispo County CoC,Unknown,63
